start_house_number,end_house_number,odd_even_both,start_apartment_number,end_apartment_number,non_house_address_house_number,non_house_address_house_number_prefix,non_house_address_house_number_suffix,non_house_address_street_direction,non_house_address_street_name,non_house_address_street_suffix,non_house_address_address_direction,non_house_address_apartment,non_house_address_city,non_house_address_state,non_house_address_zip,precinct_id,precinct_split_id,id
1801,2099,ODD,,,,,,,BREVARD,RD,,,GRAHAM,NC,27253,9100121,710011723,9910018498
101,199,ODD,,,,,,,BRIARCLIFF,CT,,,MEBANE,NC,27302,9100123,710014011,9910018499
100,198,EVEN,,,,,,,BRIARCLIFF,DR,,,MEBANE,NC,27302,9100123,710014011,9910018500
101,199,ODD,,,,,,,BRIARCLIFF,DR,,,MEBANE,NC,27302,9100123,710014011,9910018501
1000,1598,EVEN,,,,,,,BRIARCLIFF,RD,,,BURLINGTON,NC,27215,910014,710012767,9910018502
1001,1599,ODD,,,,,,,BRIARCLIFF,RD,,,BURLINGTON,NC,27215,910014,710012767,9910018503
101,199,ODD,,,,,,,BRIARWOOD,CT,,,MEBANE,NC,27302,9100124,710017654,9910018504
2400,2598,EVEN,,,,,,,BRIARWOOD,DR,,,BURLINGTON,NC,27215,9100116,710014068,9910018505
2401,2599,ODD,,,,,,,BRIARWOOD,DR,,,BURLINGTON,NC,27215,9100116,710014068,9910018506
4200,4498,EVEN,,,,,,,BRICK CHURCH,RD,,,BURLINGTON,NC,27215,910012,710016528,9910018509
4201,4499,ODD,,,,,,,BRICK CHURCH,RD,,,BURLINGTON,NC,27215,910012,710016528,9910018510
1401,1599,ODD,,,,,,,BRICKYARD,WAY,,,GRAHAM,NC,27253,9100112,710013890,9910018511
2500,2598,EVEN,,,,,,,BRIDGE VIEW,RD,,,ELON,NC,27244,910019,710015749,9910018512
2501,2599,ODD,,,,,,,BRIDGE VIEW,RD,,,ELON,NC,27244,910019,710015749,9910018513
300,398,EVEN,,,,,,,BRIDGES,ST,,,BURLINGTON,NC,27215,9100131,710013954,9910018514
4100,4198,EVEN,,,,,,,BRIDGETTE,CT,,,HAW RIVER,NC,27258,9100121,710011723,9910018515
4101,4199,ODD,,,,,,,BRIDGETTE,CT,,,HAW RIVER,NC,27258,9100121,710011723,9910018516
1000,1130,EVEN,,,,,,,BRIDGEWATER,DR,,,BURLINGTON,NC,27217,9100130,710014409,9910018517
1001,1131,ODD,,,,,,,BRIDGEWATER,DR,,,BURLINGTON,NC,27217,9100130,710014409,9910018518
2,98,EVEN,,,,,,,BRIGHTON,CT,,,GIBSONVILLE,NC,27249,910017,710011288,9910018521
200,398,EVEN,,,,,,,BRIGHTON,DR,,,ELON,NC,27244,910015,710015630,9910018522
201,399,ODD,,,,,,,BRIGHTON,DR,,,ELON,NC,27244,910015,710015630,9910018523
1800,1898,EVEN,,,,,,,BRINTON,CT,,,GRAHAM,NC,27253,9100121,710011723,9910018524
1801,1899,ODD,,,,,,,BRINTON,CT,,,GRAHAM,NC,27253,9100121,710011723,9910018525
2201,2241,ODD,,,,,,,BRISBANE,CT,,,MEBANE,NC,27302,9100120,710013664,9910018527
701,799,ODD,,,,,,,BRISTOL,CT,,,BURLINGTON,NC,27215,910016,710015686,9910018528
101,199,ODD,,,,,,,BRITISH,CT,,,MEBANE,NC,27302,9100123,710014011,9910018529
1500,1998,EVEN,,,,,,,BROADWAY,DR,,,GRAHAM,NC,27253,9100112,710017710,9910018532
1501,1999,ODD,,,,,,,BROADWAY,DR,,,GRAHAM,NC,27253,9100112,710017710,9910018533
1200,1398,EVEN,,,,,,,BROADWOOD ACRES,RD,,,MEBANE,NC,27302,9100124,710014533,9910018534
1201,1399,ODD,,,,,,,BROADWOOD ACRES,RD,,,MEBANE,NC,27302,9100124,710014533,9910018535
1901,2399,ODD,,,,,,,BROKEN ARROW,LN,,,ELON,NC,27244,910019,710016377,9910018536
200,298,EVEN,,,,,,,BROMPTON,CT,,,BURLINGTON,NC,27215,910014,710012767,9910018537
201,299,ODD,,,,,,,BROMPTON,CT,,,BURLINGTON,NC,27215,910014,710012767,9910018538
1100,1198,EVEN,,,,,,,BROOK HILLS,CT,,,BURLINGTON,NC,27217,9100130,710014409,9910018539
3100,3198,EVEN,,,,,,,BROOK VALLEY,CT,,,MEBANE,NC,27302,9100122,710011796,9910018540
3101,3199,ODD,,,,,,,BROOK VALLEY,CT,,,MEBANE,NC,27302,9100122,710011796,9910018541
2,100,EVEN,,,,,,,BROOKFIELD,CT,,,GIBSONVILLE,NC,27249,910017,710011288,9910018542
500,798,EVEN,,,,,,,BROOKFIELD,DR,,,GIBSONVILLE,NC,27249,910017,710011288,9910018543
501,799,ODD,,,,,,,BROOKFIELD,DR,,,GIBSONVILLE,NC,27249,910017,710011288,9910018544
700,898,EVEN,,,,,,,BROOKGREEN,TER,,,GRAHAM,NC,27253,9100113,710016331,9910018545
701,899,ODD,,,,,,,BROOKGREEN,TER,,,GRAHAM,NC,27253,9100113,710016331,9910018546
4000,4098,EVEN,,,,,,,BROOKHAVEN,CT,,,MEBANE,NC,27302,9100124,710014533,9910018547
4001,4099,ODD,,,,,,,BROOKHAVEN,CT,,,MEBANE,NC,27302,9100124,710014533,9910018548
500,798,EVEN,,,,,,,BROOKLINE,DR,,,BURLINGTON,NC,27217,9100133,710017335,9910018549
501,799,ODD,,,,,,,BROOKLINE,DR,,,BURLINGTON,NC,27217,9100133,710017335,9910018550
300,598,EVEN,,,,,,,BROOKLYN,ST,,,BURLINGTON,NC,27217,9100130,71001421,9910018551
301,599,ODD,,,,,,,BROOKLYN,ST,,,BURLINGTON,NC,27217,9100130,71001421,9910018552
100,198,EVEN,,,,,,,BROOKS,ST,,,BURLINGTON,NC,27215,9100136,710015740,9910018553
101,199,ODD,,,,,,,BROOKS,ST,,,BURLINGTON,NC,27215,9100136,710015740,9910018554
300,598,EVEN,,,,,,,BROOKSIDE,DR,,,BURLINGTON,NC,27217,910013,71001760,9910018555
301,599,ODD,,,,,,,BROOKSIDE,DR,,,BURLINGTON,NC,27217,910013,71001760,9910018556
100,198,EVEN,,,,,,,BROOKVIEW,CT,,,ELON,NC,27244,910015,710015630,9910018559
101,199,ODD,,,,,,,BROOKVIEW,CT,,,ELON,NC,27244,910015,710015630,9910018560
401,499,ODD,,,,,,,BROOKVIEW,DR,,,GIBSONVILLE,NC,27249,910017,710011288,9910018561
2800,2998,EVEN,,,,,,,BROOKWOOD,DR,,,MEBANE,NC,27302,9100121,710011723,9910018562
2801,2999,ODD,,,,,,,BROOKWOOD,DR,,,MEBANE,NC,27302,9100121,710011723,9910018563
1700,1898,EVEN,,,,,,,BROWN,AVE,,,BURLINGTON,NC,27215,9100128,710014523,9910018564
1701,1899,ODD,,,,,,,BROWN,AVE,,,BURLINGTON,NC,27215,9100128,710014523,9910018565
4600,4998,EVEN,,,,,,,BROWN,RD,,,LIBERTY,NC,27298,910012,710016528,9910018566
4601,4999,ODD,,,,,,,BROWN,RD,,,LIBERTY,NC,27298,910012,710016528,9910018567
700,798,EVEN,,,,,,,BROWN BEAR,DR,,,BURLINGTON,NC,27215,9100131,710013954,9910018568
701,799,ODD,,,,,,,BROWN BEAR,DR,,,BURLINGTON,NC,27215,9100131,710013954,9910018569
1700,1798,EVEN,,,,,,,BROWN LOVELL,LN,,,BURLINGTON,NC,27217,9100110,710017845,9910018570
1701,1799,ODD,,,,,,,BROWN LOVELL,LN,,,BURLINGTON,NC,27217,9100110,710017845,9910018571
2,100,EVEN,,,,,,,BROWNBARK,CT,,,GIBSONVILLE,NC,27249,910017,710011288,9910018572
600,614,EVEN,,,,,,,BROWNSTONE,DR,,,GIBSONVILLE,NC,27249,910017,710011288,9910018575
601,613,ODD,,,,,,,BROWNSTONE,DR,,,GIBSONVILLE,NC,27249,910017,710011288,9910018576
200,498,EVEN,,,,,,,BRYAN,ST,,,BURLINGTON,NC,27215,9100128,710014523,9910018577
201,499,ODD,,,,,,,BRYAN,ST,,,BURLINGTON,NC,27215,9100128,710014523,9910018578
3100,3198,EVEN,,,,,,,BRYCEWOOD,PL,,,BURLINGTON,NC,27215,910014,710012767,9910018579
3101,3199,ODD,,,,,,,BRYCEWOOD,PL,,,BURLINGTON,NC,27215,910014,710012767,9910018580
2200,2298,EVEN,,,,,,,BUCKINGHAM,CT,,,BURLINGTON,NC,27217,9100111,710012166,9910018581
2201,2299,ODD,,,,,,,BUCKINGHAM,CT,,,BURLINGTON,NC,27217,9100111,710012166,9910018582
200,398,EVEN,,,,,,,BUCKINGHAM,DR,,,MEBANE,NC,27302,9100124,710017654,9910018583
201,399,ODD,,,,,,,BUCKINGHAM,DR,,,MEBANE,NC,27302,9100124,710017654,9910018584
2300,2698,EVEN,,,,,,,BUCKINGHAM,RD,,,BURLINGTON,NC,27217,9100111,710012166,9910018585
2301,2699,ODD,,,,,,,BUCKINGHAM,RD,,,BURLINGTON,NC,27217,9100111,710012166,9910018586
1503,1517,ODD,,,,,,,BUCKNER,ST,,,BURLINGTON,NC,27217,9100116,710014068,9910018587
800,898,EVEN,,,,,,,BUCKNER,ST,,,GRAHAM,NC,27253,9100114,710012678,9910018588
801,899,ODD,,,,,,,BUCKNER,ST,,,GRAHAM,NC,27253,9100114,710012678,9910018589
100,198,EVEN,,,,,,,BUDS,TRL,,,MEBANE,NC,27302,9100137,710018410,9910018590
101,199,ODD,,,,,,,BUDS,TRL,,,MEBANE,NC,27302,9100137,710018410,9910018591
700,798,EVEN,,,,,,,BUENA VISTA,RD,,,MEBANE,NC,27302,9100124,710017654,9910018592
701,899,ODD,,,,,,,BULLARD,LN,,,GRAHAM,NC,27253,9100117,71001984,9910018593
3200,3398,EVEN,,,,,,,BURGESS,DR,,,MEBANE,NC,27302,9100122,710011796,9910018594
3201,3399,ODD,,,,,,,BURGESS,DR,,,MEBANE,NC,27302,9100122,710011796,9910018595
700,798,EVEN,,,,,,,BURKE,ST,,,GRAHAM,NC,27253,9100114,710012678,9910018598
701,799,ODD,,,,,,,BURKE,ST,,,GRAHAM,NC,27253,9100114,710012678,9910018599
1100,1398,EVEN,,,,,,,BURLINGATE,PL,,,BURLINGTON,NC,27215,9100136,710015740,9910018600
1101,1399,ODD,,,,,,,BURLINGATE,PL,,,BURLINGTON,NC,27215,9100136,710015740,9910018601
300,998,EVEN,,,,,,,BURLINGTON,AVE,,,GIBSONVILLE,NC,27249,910017,710011288,9910018602
301,999,ODD,,,,,,,BURLINGTON,AVE,,,GIBSONVILLE,NC,27249,910017,710011288,9910018603
1900,2098,EVEN,,,,,,,BURNETT CHURCH,RD,,,GRAHAM,NC,27253,9100119,710011518,9910018604
1901,2099,ODD,,,,,,,BURNETT CHURCH,RD,,,GRAHAM,NC,27253,9100119,710011518,9910018605
100,198,EVEN,,,,,,,BURTON,ST,,,GRAHAM,NC,27253,9100113,710016331,9910018606
101,199,ODD,,,,,,,BURTON,ST,,,GRAHAM,NC,27253,9100113,710016331,9910018607
5200,5998,EVEN,,,,,,,BYRD,RD,,,BURLINGTON,NC,27217,9100125,710012257,9910018608
5201,5999,ODD,,,,,,,BYRD,RD,,,BURLINGTON,NC,27217,9100125,710012257,9910018609
6000,6598,EVEN,,,,,,,BYRD,RD,,,MEBANE,NC,27302,9100125,710012257,9910018610
2900,2998,EVEN,,,,,,,CABIN,RD,,,BURLINGTON,NC,27215,910012,710016780,9910018611
2901,2999,ODD,,,,,,,CABIN,RD,,,BURLINGTON,NC,27215,910012,710016780,9910018612
500,798,EVEN,,,,,,,CABLE,RD,,,ELON,NC,27244,910013,71001760,9910018613
501,799,ODD,,,,,,,CABLE,RD,,,ELON,NC,27244,910013,71001760,9910018614
1500,1810,EVEN,,,,,,,CADIZ,ST,,,BURLINGTON,NC,27217,9100130,71001421,9910018615
1800,1998,EVEN,,,,,,,CALLIE,LN,,,BURLINGTON,NC,27215,910012,710016528,9910018617
1801,1999,ODD,,,,,,,CALLIE,LN,,,BURLINGTON,NC,27215,910012,710016528,9910018618
3622,3624,EVEN,,,,,,,CALLOWAY,CT,,,MEBANE,NC,27302,9100121,710011723,9910018619
3618,3620,EVEN,,,,,,,CALLOWAY,CT,,,MEBANE,NC,27302,9100121,710011723,9910018620
2800,3406,EVEN,,,,,,,CALLOWAY,DR,,,MEBANE,NC,27302,9100121,710011723,9910018621
2801,3407,ODD,,,,,,,CALLOWAY,DR,,,MEBANE,NC,27302,9100121,710011723,9910018622
3900,3998,EVEN,,,,,,,CALVIN,CT,,,BURLINGTON,NC,27215,9100138,710016341,9910018623
3901,3999,ODD,,,,,,,CALVIN,CT,,,BURLINGTON,NC,27215,9100138,710016341,9910018624
900,1098,EVEN,,,,,,,CAMDEN,ST,,,BURLINGTON,NC,27217,9100130,71001421,9910018627
901,1099,ODD,,,,,,,CAMDEN,ST,,,BURLINGTON,NC,27217,9100130,71001421,9910018628
100,198,EVEN,,,,,,,CAMELOT,DR,,,ELON,NC,27244,910015,710015630,9910018629
101,199,ODD,,,,,,,CAMELOT,DR,,,ELON,NC,27244,910015,710015630,9910018630
1000,1098,EVEN,,,,,,,CAMELOT,LN,,,GRAHAM,NC,27253,9100115,710012224,9910018631
1001,1099,ODD,,,,,,,CAMELOT,LN,,,GRAHAM,NC,27253,9100115,710012224,9910018632
500,598,EVEN,,,,,,,CAMERON,RD,,,GRAHAM,NC,27253,9100113,710016331,9910018633
501,599,ODD,,,,,,,CAMERON,RD,,,GRAHAM,NC,27253,9100113,710016331,9910018634
100,898,EVEN,,,,,,,CAMERON,ST,,,BURLINGTON,NC,27215,9100131,710013954,9910018635
101,899,ODD,,,,,,,CAMERON,ST,,,BURLINGTON,NC,27215,9100131,710013954,9910018636
300,498,EVEN,,,,,,,CAMP,RD,,,BURLINGTON,NC,27217,9100134,710015349,9910018637
301,499,ODD,,,,,,,CAMP,RD,,,BURLINGTON,NC,27217,9100134,710015349,9910018638
1200,1298,EVEN,,,,,,,CANDLEWOOD,DR,,,ELON,NC,27244,910017,710011288,9910018639
1201,1299,ODD,,,,,,,CANDLEWOOD,DR,,,ELON,NC,27244,910017,710011288,9910018640
6100,6298,EVEN,,,,,,,CANE CREEK,CT,,,SNOW CAMP,NC,27349,9100118,710016476,9910018641
6101,6299,ODD,,,,,,,CANE CREEK,CT,,,SNOW CAMP,NC,27349,9100118,710016476,9910018642
5200,6398,EVEN,,,,,,,CANE CREEK,RD,,,SNOW CAMP,NC,27349,9100118,710016476,9910018643
5201,6399,ODD,,,,,,,CANE CREEK,RD,,,SNOW CAMP,NC,27349,9100118,710016476,9910018644
200,498,EVEN,,,,,,,CANNON,ST,,,GRAHAM,NC,27253,9100114,710012678,9910018645
201,499,ODD,,,,,,,CANNON,ST,,,GRAHAM,NC,27253,9100114,710012678,9910018646
100,598,EVEN,,,,,,,CANTERWOOD,DR,,,MEBANE,NC,27302,9100123,710011692,9910018647
101,599,ODD,,,,,,,CANTERWOOD,DR,,,MEBANE,NC,27302,9100123,710011692,9910018648
2500,2698,EVEN,,,,,,,CAPRICE,LN,,,BURLINGTON,NC,27215,910012,710016528,9910018649
2501,2699,ODD,,,,,,,CAPRICE,LN,,,BURLINGTON,NC,27215,910012,710016528,9910018650
100,398,EVEN,,,,,,,CARDEN,RD,,,GRAHAM,NC,27253,9100117,71001984,9910018651
101,399,ODD,,,,,,,CARDEN,RD,,,GRAHAM,NC,27253,9100117,71001984,9910018652
301,399,ODD,,,,,,,CARDEN,ST,,,BURLINGTON,NC,27215,9100116,710018305,9910018653
2800,2898,EVEN,,,,,,,CARDINAL,LN,,,BURLINGTON,NC,27215,910012,710016780,9910018654
2801,2899,ODD,,,,,,,CARDINAL,LN,,,BURLINGTON,NC,27215,910012,710016780,9910018655
2400,3098,EVEN,,,,,,,CARL MADREN,RD,,,BURLINGTON,NC,27217,910019,710016377,9910018656
2401,3099,ODD,,,,,,,CARL MADREN,RD,,,BURLINGTON,NC,27217,910019,710016377,9910018657
1600,2398,EVEN,,,,,,,CARL NOAH,RD,,,SNOW CAMP,NC,27349,910011,710017878,9910018658
1601,2399,ODD,,,,,,,CARL NOAH,RD,,,SNOW CAMP,NC,27349,910011,710017878,9910018659
2500,2598,EVEN,,,,,,,CARLA,CT,,,BURLINGTON,NC,27217,9100125,710012257,9910018660
2501,2599,ODD,,,,,,,CARLA,CT,,,BURLINGTON,NC,27217,9100125,710012257,9910018661
1100,1398,EVEN,,,,,,,CARLTON,AVE,,,BURLINGTON,NC,27217,910019,710016377,9910018662
1101,1399,ODD,,,,,,,CARLTON,AVE,,,BURLINGTON,NC,27217,910019,710016377,9910018663
100,198,EVEN,,,,,,,CAROLINA,AVE,,,BURLINGTON,NC,27215,9100136,710015740,9910018664
101,199,ODD,,,,,,,CAROLINA,AVE,,,BURLINGTON,NC,27215,9100136,710015740,9910018665
300,398,EVEN,,,,,,,CAROLINA,CIR,,,GRAHAM,NC,27253,9100112,710017710,9910018666
301,399,ODD,,,,,,,CAROLINA,CIR,,,GRAHAM,NC,27253,9100112,710017710,9910018667
1700,2698,EVEN,,,,,,,CAROLINA,RD,,,BURLINGTON,NC,27217,9100110,710017845,9910018668
1701,2699,ODD,,,,,,,CAROLINA,RD,,,BURLINGTON,NC,27217,9100110,710017845,9910018669
101,399,ODD,,,,,,,CAROLINA DORM,,,,ELON,NC,27244,910015,710015630,9910018672
1700,2698,EVEN,,,,,,,CAROLINA MILL,RD,,,BURLINGTON,NC,27217,9100110,710017845,9910018673
1701,2699,ODD,,,,,,,CAROLINA MILL,RD,,,BURLINGTON,NC,27217,9100110,710017845,9910018674
100,198,EVEN,,,,,,,CARR,CT,,,MEBANE,NC,27302,9100123,710014011,9910018675
4200,4298,EVEN,,,,,,,CARRIAGE,CT,,,MEBANE,NC,27302,9100123,710011692,9910018676
4201,4299,ODD,,,,,,,CARRIAGE,CT,,,MEBANE,NC,27302,9100123,710011692,9910018677
3300,3398,EVEN,,,,,,,CARRIAGE,PL,,,BURLINGTON,NC,27215,910014,710012767,9910018678
3301,3399,ODD,,,,,,,CARRIAGE,PL,,,BURLINGTON,NC,27215,910014,710012767,9910018679
1700,1798,EVEN,,,,,,,CARRIAGE RUN,CT,,,HAW RIVER,NC,27258,9100121,710011723,9910018680
401,499,ODD,,,,,,,CARRIE,CT,,,BURLINGTON,NC,27215,910016,710015686,9910018681
500,598,EVEN,,,,,,,CARTER,RD,,,GRAHAM,NC,27253,9100113,710016331,9910018685
501,599,ODD,,,,,,,CARTER,RD,,,GRAHAM,NC,27253,9100113,710016331,9910018686
2100,2398,EVEN,,,,,,,CARTER,RD,,,GREEN LEVEL,NC,27217,9100137,710012837,9910018687
2101,2399,ODD,,,,,,,CARTER,RD,,,GREEN LEVEL,NC,27217,9100137,710012837,9910018688
800,898,EVEN,,,,,,,CARVER,ST,,,BURLINGTON,NC,27217,9100134,710015349,9910018689
801,899,ODD,,,,,,,CARVER,ST,,,BURLINGTON,NC,27217,9100134,710015349,9910018690
1100,1298,EVEN,,,,,,,CARY,ST,,,BURLINGTON,NC,27215,9100127,710015652,9910018691
100,498,EVEN,,,,,,,CASWELL,ST,,,BURLINGTON,NC,27217,9100130,71001421,9910018693
101,499,ODD,,,,,,,CASWELL,ST,,,BURLINGTON,NC,27217,9100130,71001421,9910018694
200,498,EVEN,,,,,,,CATES,AVE,,,BURLINGTON,NC,27215,9100135,710011554,9910018695
201,499,ODD,,,,,,,CATES,AVE,,,BURLINGTON,NC,27215,9100135,710011554,9910018696
2,98,EVEN,,,,,,,CATES CIRCLE,DR,,,GRAHAM,NC,27253,9100114,710012678,9910018697
1,99,ODD,,,,,,,CATES CIRCLE,DR,,,GRAHAM,NC,27253,9100114,710012678,9910018698
3700,4298,EVEN,,,,,,,CATES LOOP,RD,,,BURLINGTON,NC,27217,9100125,710012257,9910018699
3701,4299,ODD,,,,,,,CATES LOOP,RD,,,BURLINGTON,NC,27217,9100125,710012257,9910018700
2400,3098,EVEN,,,,,,,CATHERINE,DR,,,BURLINGTON,NC,27215,910016,710015686,9910018701
2401,3099,ODD,,,,,,,CATHERINE,DR,,,BURLINGTON,NC,27215,910016,710015686,9910018702
3001,3099,ODD,,,,,,,CATHERINE,LN,,,BURLINGTON,NC,27215,910016,710015686,9910018703
1000,1098,EVEN,,,,,,,CATHY,LN,,,GRAHAM,NC,27253,9100115,710012224,9910018704
1001,1099,ODD,,,,,,,CATHY,LN,,,GRAHAM,NC,27253,9100115,710012224,9910018705
900,1098,EVEN,,,,,,,CATLIN,ST,,,BURLINGTON,NC,27217,9100135,710011554,9910018706
901,1099,ODD,,,,,,,CATLIN,ST,,,BURLINGTON,NC,27217,9100135,710011554,9910018707
1400,1598,EVEN,,,,,,,CEDAR,AVE,,,BURLINGTON,NC,27217,9100133,710017335,9910018708
1401,1599,ODD,,,,,,,CEDAR,AVE,,,BURLINGTON,NC,27217,9100133,710017335,9910018709
400,498,EVEN,,,,,,,CEDAR,LN,,,MEBANE,NC,27302,9100124,710017654,9910018711
401,499,ODD,,,,,,,CEDAR,LN,,,MEBANE,NC,27302,9100124,710017654,9910018712
300,398,EVEN,,,,,,,CEDAR,ST,,,GRAHAM,NC,27253,9100114,710012678,9910018713
301,399,ODD,,,,,,,CEDAR,ST,,,GRAHAM,NC,27253,9100114,710012678,9910018714
4300,5098,EVEN,,,,,,,CEDAR CLIFF,RD,,,GRAHAM,NC,27253,9100117,71001984,9910018715
4301,5099,ODD,,,,,,,CEDAR CLIFF,RD,,,GRAHAM,NC,27253,9100117,71001984,9910018716
1600,1798,EVEN,,,,,,,CEDAR CREEK,DR,,,MEBANE,NC,27302,9100122,710011796,9910018717
1601,1799,ODD,,,,,,,CEDAR CREEK,DR,,,MEBANE,NC,27302,9100122,710011796,9910018718
3000,3098,EVEN,,,,,,,CEDAR CREST,CT,,,GRAHAM,NC,27253,9100117,71001984,9910018719
3001,3099,ODD,,,,,,,CEDAR CREST,CT,,,GRAHAM,NC,27253,9100117,71001984,9910018720
1000,1498,EVEN,,,,,,,CEDAR CREST,DR,,,GRAHAM,NC,27253,9100112,710013890,9910018721
1001,1499,ODD,,,,,,,CEDAR CREST,DR,,,GRAHAM,NC,27253,9100112,710013890,9910018722
1801,1999,ODD,,,,,,,CEDAR RIDGE,DR,,,BURLINGTON,NC,27217,9100130,710014409,9910018723
1000,1198,EVEN,,,,,,,CEDAR RIDGE,DR,,,MEBANE,NC,27302,9100124,710017654,9910018724
1001,1199,ODD,,,,,,,CEDAR RIDGE,DR,,,MEBANE,NC,27302,9100124,710017654,9910018725
400,498,EVEN,,,,,,,CEDARWOOD,DR,,,BURLINGTON,NC,27215,9100129,710017265,9910018726
401,499,ODD,,,,,,,CEDARWOOD,DR,,,BURLINGTON,NC,27215,9100129,710017265,9910018727
801,899,ODD,,,,,,,CELINA,ST,,,BURLINGTON,NC,27217,9100110,710017845,9910018728
300,598,EVEN,,,,,,,CEMETARY,ST,,,HAW RIVER,NC,27258,9100137,710016637,9910018729
301,599,ODD,,,,,,,CEMETARY,ST,,,HAW RIVER,NC,27258,9100137,710016637,9910018730
600,798,EVEN,,,,,,,CENTER,AVE,,,BURLINGTON,NC,27215,9100131,710013954,9910018731
601,799,ODD,,,,,,,CENTER,AVE,,,BURLINGTON,NC,27215,9100131,710013954,9910018732
700,798,EVEN,,,,,,,CENTER,ST,,,ELON,NC,27244,910013,710012825,9910018733
801,901,ODD,,,,,,,CENTER,ST,,,HAW RIVER,NC,27258,9100137,710016637,9910018735
9201,9249,ODD,,,,,,,CENTER CHURCH,RD,,,SNOW CAMP,NC,27349,9100119,710011518,9910018736
500,1198,EVEN,,,,,,,CENTRAL,AVE,,,BURLINGTON,NC,27215,9100136,710015740,9910018738
700,798,EVEN,,,,,,,CENTRAL,DR,,,ELON,NC,27244,910015,710015630,9910018739
701,799,ODD,,,,,,,CENTRAL,DR,,,ELON,NC,27244,910015,710015630,9910018740
600,1298,EVEN,,,,,,,CHANDLER,AVE,,,BURLINGTON,NC,27217,9100134,710015349,9910018741
601,1299,ODD,,,,,,,CHANDLER,AVE,,,BURLINGTON,NC,27217,9100134,710015349,9910018742
1200,1298,EVEN,,,,,,,CHANDLER,CT,,,BURLINGTON,NC,27217,9100134,710015349,9910018743
1201,1299,ODD,,,,,,,CHANDLER,CT,,,BURLINGTON,NC,27217,9100134,710015349,9910018744
1810,1812,EVEN,,,,,,,CHANDLER,ST,,,BURLINGTON,NC,27215,910013,71001760,9910018745
1813,1815,ODD,,,,,,,CHANDLER,ST,,,BURLINGTON,NC,27215,910013,71001760,9910018746
100,398,EVEN,,,,,,,CHANDLER HALL,,,,ELON,NC,27244,910013,710012825,9910018747
101,399,ODD,,,,,,,CHANDLER HALL,,,,ELON,NC,27244,910013,710012825,9910018748
500,798,EVEN,,,,,,,CHAPEL,TRL,,,MEBANE,NC,27302,9100137,710018410,9910018749
1500,1598,EVEN,,,,,,,CHARLEIGH,CT,,,ELON,NC,27244,910013,71001760,9910018750
1501,1599,ODD,,,,,,,CHARLEIGH,CT,,,ELON,NC,27244,910013,71001760,9910018751
2100,2220,EVEN,,,,,,,CHARLES,AVE,,,MEBANE,NC,27302,9100122,710011796,9910018752
2101,2219,ODD,,,,,,,CHARLES,AVE,,,MEBANE,NC,27302,9100122,710011796,9910018753
2600,2998,EVEN,,,,,,,CHARLEY,LN,,,BURLINGTON,NC,27215,910011,710017878,9910018754
2601,2999,ODD,,,,,,,CHARLEY,LN,,,BURLINGTON,NC,27215,910011,710017878,9910018755
8100,8398,EVEN,,,,,,,CHARLIE EULISS,RD,,,SNOW CAMP,NC,27349,910011,710017878,9910018756
8101,8399,ODD,,,,,,,CHARLIE EULISS,RD,,,SNOW CAMP,NC,27349,910011,710017878,9910018757
2700,2898,EVEN,,,,,,,CHARLOTTE,LN,,,BURLINGTON,NC,27215,910014,710012767,9910018759
2701,2899,ODD,,,,,,,CHARLOTTE,LN,,,BURLINGTON,NC,27215,910014,710012767,9910018760
1001,1399,ODD,,,,,,,CHASE,ST,,,BURLINGTON,NC,27217,9100116,710014068,9910018761
2500,2598,EVEN,,,,,,,CHAUCER,CT,,,BURLINGTON,NC,27215,9100132,710017169,9910018762
2501,2599,ODD,,,,,,,CHAUCER,CT,,,BURLINGTON,NC,27215,9100132,710017169,9910018763
1800,1898,EVEN,,,,,,,CHELSEA,CIR,,,BURLINGTON,NC,27217,910019,710016377,9910018766
1100,1198,EVEN,,,,,,,CHELSEY,CT,,,ELON,NC,27244,910015,710015630,9910018767
1101,1199,ODD,,,,,,,CHELSEY,CT,,,ELON,NC,27244,910015,710015630,9910018768
3000,3098,EVEN,,,,,,,CHEROKEE,DR,,,ELON,NC,27244,910019,710016377,9910018769
3001,3099,ODD,,,,,,,CHEROKEE,DR,,,ELON,NC,27244,910019,710016377,9910018770
2100,2198,EVEN,,,,,,,CHERRY,CT,,,BURLINGTON,NC,27215,910014,710012767,9910018771
2101,2199,ODD,,,,,,,CHERRY,CT,,,BURLINGTON,NC,27215,910014,710012767,9910018772
5600,5898,EVEN,,,,,,,CHESTNUT,LN,,,SNOW CAMP,NC,27349,9100118,710016476,9910018775
5601,5899,ODD,,,,,,,CHESTNUT,LN,,,SNOW CAMP,NC,27349,9100118,710016476,9910018776
100,520,EVEN,,,,,,,CHESTNUT,ST,,,BURLINGTON,NC,27217,9100130,71001421,9910018777
101,521,ODD,,,,,,,CHESTNUT,ST,,,BURLINGTON,NC,27217,9100130,71001421,9910018778
5900,5998,EVEN,,,,,,,CHESTNUT OAK,DR,,,MEBANE,NC,27302,9100121,710011723,9910018779
5901,5999,ODD,,,,,,,CHESTNUT OAK,DR,,,MEBANE,NC,27302,9100121,710011723,9910018780
900,1198,EVEN,,,,,,,CHOYCE,ST,,,BURLINGTON,NC,27217,910019,710016377,9910018781
